fridge.datetime,fridge.fridge_temperature,fridge.temp_condition,garage_door.datetime,garage_door.door_state,garage_door.sphone_signal,gps_tracker.datetime,gps_tracker.latitude,gps_tracker.longitude,modbus.datetime,modbus.FC1_Read_Input_Register,modbus.FC2_Read_Discrete_Value,modbus.FC3_Read_Holding_Register,modbus.FC4_Read_Coil,motion_light.datetime,motion_light.motion_status,motion_light.light_status,thermostat.datetime,thermostat.current_temperature,thermostat.thermostat_status,weather.datetime,weather.temperature,weather.pressure,weather.humidity,disk.RDDSK,disk.WRDSK,disk.WCANCL,disk.DSK,memory.MINFLT,memory.MAJFLT,memory.VSTEXT,memory.VSIZE,memory.RSIZE,memory.VGROW,memory.RGROW,memory.MEM,process.TRUN,process.TSLPI,process.TSLPU,process.POLI,process.NICE,process.PRI,process.RTPR,process.CPUNR,process.Status,process.EXC,process.State,process.CPU,PID,CMD,src_ip,src_port,dst_ip,dst_port,proto,service,duration,src_bytes,dst_bytes,conn_state,missed_bytes,src_pkts,src_ip_bytes,dst_pkts,dst_ip_bytes,dns_query,dns_qclass,dns_qtype,dns_rcode,dns_AA,dns_RD,dns_RA,dns_rejected,ssl_version,ssl_cipher,ssl_resumed,ssl_established,ssl_subject,ssl_issuer,http_trans_depth,http_method,http_uri,http_version,http_request_body_len,http_response_body_len,http_status_code,http_user_agent,http_orig_mime_types,http_resp_mime_types,weird_name,weird_addl,weird_notice
,,,,,,,,,,,,,,,,,,,,4/25/2019 22:39,26.62786692,-10.82985608,33.06376688,,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,3.0,0,0.0,S,0.02,2420.0,dbus-daemon,192.168.1.30,58392,192.168.1.184,443,tcp,-,90.846209,0,1,S1,1,3,164,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,4/25/2019 22:39,0.0, off,,,,4/25/2019 22:39,47.46920576,-8.543921298,18.65217675,,,,,0.0,0.0,415.0,40264.0,2384.0,0.0,0.0,0.0,0.0,1.0,0.0,norm,0.0,120.0,0.0,0.0,0,0.0,S,0.01,2426.0,dbus-daemon,192.168.1.30,58394,192.168.1.184,443,tcp,-,90.845349,0,1,S1,1,4,224,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,4/25/2019 22:39,32.48358639,10.89338725,80.83018729,,,,,0.0,0.0,415.0,40264.0,2220.0,0.0,0.0,0.0,0.0,1.0,0.0,norm,0.0,120.0,0.0,0.0,0,0.0,S,0.01,2426.0,dbus-daemon,192.168.1.30,58467,192.168.1.1,53,udp,dns,0.002093,54,54,SF,0,1,82,1,82,testphp.vulnweb.com/listproducts.php,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,4/25/2019 22:39,26.59836156,-10.82985608,33.06376688,,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,1.0,0,0.0,S,0.01,2426.0,dbus-daemon,192.168.1.30,58522,192.168.1.1,53,udp,dns,0.002821,54,54,SF,0,1,82,1,82,testphp.vulnweb.com/listproducts.php,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,4/25/2019 22:39,0.0, off,,,,4/25/2019 22:39,47.10594491,-8.543921298,18.65217675,,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,3.0,0,0.0,S,0.0,2426.0,dbus-daemon,192.168.1.30,58827,192.168.1.1,53,udp,dns,1.2e-05,58,58,SF,0,1,86,1,86,testphp.vulnweb.com/listproducts.php.hub,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,4/25/2019 22:39,1.0, on,,,,4/25/2019 22:39,26.54180903,-10.82985608,33.06376688,,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,2.0,0,0.0,S,0.03,2426.0,dbus-daemon,192.168.1.30,58949,192.168.1.1,53,udp,dns,0.002431,54,54,SF,0,1,82,1,82,testphp.vulnweb.com/listproducts.php,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:42,45.62458909,1.949989003,45.45982779,,,,,9.0,0.0,589.0,636.6,16680.0,0.0,0.0,0.0,0.0,4.0,0.0,norm,0.0,120.0,0.0,1.0,N,0.0,S,0.0,2533.0,hud-service,172.17.0.5,55198,192.168.1.190,53,udp,dns,0.001023,0,212,SHR,0,0,0,2,268,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:42,27.06599235,0.040888703,69.76250314,,,,,6.0,0.0,589.0,636.8,16680.0,0.0,0.0,0.0,0.0,4.0,0.0,norm,0.0,120.0,0.0,1.0,N,0.0,S,0.0,2533.0,hud-service,192.168.1.180,40822,192.168.1.190,53,udp,dns,0.000521,41,89,SF,0,1,69,1,117,elasticsearch.mydns.com,1,1,3,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:42,48.10585528,1.441161127,70.3114583,,,,,7.0,0.0,589.0,636.9,16948.0,128.0,268.0,0.0,0.0,4.0,0.0,norm,0.0,120.0,0.0,1.0,N,0.0,S,0.0,2533.0,hud-service,192.168.1.180,55198,192.168.1.190,53,udp,dns,0.000953,31,106,SF,0,1,59,1,134,elasticsearch,1,1,3,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:42,42.79349626,1.501140513,26.51570219,,,,,6.0,0.0,589.0,636.9,16948.0,0.0,0.0,0.0,0.0,4.0,0.0,norm,0.0,120.0,0.0,1.0,N,0.0,S,0.0,2533.0,hud-service,172.17.0.5,42690,192.168.1.190,53,udp,dns,0.000807,0,178,SHR,0,0,0,2,234,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:42,45.97026808,2.203556301,53.3503678,,,,,7.0,0.0,589.0,637.0,16976.0,0.0,0.0,0.0,0.0,4.0,0.0,norm,0.0,120.0,0.0,1.0,N,0.0,S,0.0,2533.0,hud-service,172.17.0.5,48888,192.168.1.190,53,udp,dns,0.000573,0,212,SHR,0,0,0,2,268,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:42,29.78287101,2.118799552,8.430717594,,,,,6.0,0.0,589.0,637.0,14584.0,0.0,2320.0,0.0,0.0,4.0,0.0,norm,0.0,120.0,0.0,1.0,N,0.0,S,0.0,2533.0,hud-service,192.168.1.180,42690,192.168.1.190,53,udp,dns,0.000736,41,89,SF,0,1,69,1,117,elasticsearch.mydns.com,1,1,3,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:42,24.73489782,2.473492628,89.28206622,,,,,7.0,0.0,589.0,637.1,14716.0,0.0,0.0,0.0,0.0,4.0,0.0,norm,0.0,120.0,0.0,1.0,N,0.0,S,0.0,2533.0,hud-service,192.168.1.180,48888,192.168.1.190,53,udp,dns,0.000511,31,106,SF,0,1,59,1,134,elasticsearch,1,1,3,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:42,41.80569091,1.253582692,8.831265027,,,,,9.0,0.0,589.0,637.3,14252.0,132.0,464.0,0.0,0.0,4.0,0.0,norm,0.0,120.0,0.0,1.0,N,0.0,S,0.0,2533.0,hud-service,172.17.0.5,35294,192.168.1.190,53,udp,dns,0.000419,0,178,SHR,0,0,0,2,234,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:42,44.90535941,1.642757282,37.16550568,,,,,7.0,0.0,589.0,637.3,14252.0,0.0,0.0,0.0,0.0,4.0,0.0,norm,0.0,120.0,0.0,1.0,N,0.0,S,0.0,2533.0,hud-service,172.17.0.5,58086,192.168.1.190,53,udp,dns,0.000496,0,212,SHR,0,0,0,2,268,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:42,40.64128308,1.655223433,48.75768005,,,,,5.0,0.0,589.0,637.3,14252.0,0.0,0.0,0.0,0.0,4.0,0.0,norm,0.0,120.0,0.0,1.0,N,0.0,S,0.0,2533.0,hud-service,192.168.1.180,35294,192.168.1.190,53,udp,dns,0.000371,41,89,SF,0,1,69,1,117,elasticsearch.mydns.com,1,1,3,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:42,47.01762646,0.692767802,92.71679232,,,,,7.0,0.0,589.0,637.4,14512.0,0.0,260.0,0.0,0.0,4.0,0.0,norm,0.0,120.0,0.0,1.0,N,0.0,S,0.0,2533.0,hud-service,192.168.1.180,58086,192.168.1.190,53,udp,dns,0.00044,31,106,SF,0,1,59,1,134,elasticsearch,1,1,3,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:42,45.63478939,0.899526292,12.53537963,,,,,6.0,0.0,589.0,637.5,14636.0,128.0,124.0,0.0,0.0,4.0,0.0,norm,0.0,120.0,0.0,1.0,N,0.0,S,0.0,2533.0,hud-service,172.17.0.7,39291,192.168.1.190,53,udp,dns,0.000413,0,178,SHR,0,0,0,2,234,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:42,25.34170735,1.355133305,2.925080346,,,,,7.0,0.0,589.0,637.7,14764.0,128.0,128.0,0.0,0.0,4.0,0.0,norm,0.0,120.0,0.0,1.0,N,0.0,S,0.0,2533.0,hud-service,172.17.0.7,40439,192.168.1.190,53,udp,dns,0.000526,0,212,SHR,0,0,0,2,268,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:42,47.80083811,0.337484192,13.11110801,,,,,7.0,0.0,589.0,637.7,14764.0,0.0,0.0,0.0,0.0,4.0,0.0,norm,0.0,120.0,0.0,1.0,N,0.0,S,0.0,2533.0,hud-service,172.17.0.7,44331,192.168.1.190,53,udp,dns,0.00082,0,212,SHR,0,0,0,2,268,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:42,26.41121176,-0.706340214,81.23267449,,,,,7.0,0.0,589.0,637.8,14764.0,0.0,0.0,0.0,0.0,4.0,0.0,norm,0.0,120.0,0.0,1.0,N,0.0,S,0.0,2533.0,hud-service,172.17.0.7,51971,192.168.1.190,53,udp,dns,0.000525,0,178,SHR,0,0,0,2,234,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,3/31/2019 12:42,43915.0,1546.0,53384.0,62503.0,,,,,,,3/31/2019 12:42,32.70608448,0.565451236,62.1241485,,,,,7.0,2.0,589.0,637.9,13788.0,128.0,228.0,0.0,0.0,4.0,0.0,norm,0.0,120.0,0.0,1.0,N,0.0,S,0.0,2533.0,hud-service,192.168.1.180,39291,192.168.1.190,53,udp,dns,0.000371,41,89,SF,0,1,69,1,117,elasticsearch.mydns.com,1,1,3,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,3/31/2019 12:42,31967.0,37715.0,1297.0,37140.0,,,,,,,,,,,,,,,8.0,2.0,589.0,637.9,13788.0,0.0,0.0,0.0,0.0,4.0,0.0,norm,0.0,120.0,0.0,1.0,N,0.0,S,0.0,2533.0,hud-service,192.168.1.180,40439,192.168.1.190,53,udp,dns,0.000456,31,106,SF,0,1,59,1,134,elasticsearch,1,1,3,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,3/31/2019 12:42,11391.0,61793.0,58481.0,55733.0,,,,,,,,,,,,,,,6.0,0.0,589.0,638.0,13788.0,132.0,0.0,0.0,0.0,4.0,0.0,norm,0.0,120.0,0.0,1.0,N,0.0,S,0.0,2533.0,hud-service,192.168.1.180,44331,192.168.1.190,53,udp,dns,0.000752,31,106,SF,0,1,59,1,134,elasticsearch,1,1,3,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,3/31/2019 12:42,11391.0,61793.0,58481.0,55733.0,,,,,,,,,,,,,,,9.0,0.0,589.0,638.0,13788.0,0.0,0.0,0.0,0.0,4.0,0.0,norm,0.0,120.0,0.0,1.0,N,0.0,S,0.0,2533.0,hud-service,192.168.1.180,51971,192.168.1.190,53,udp,dns,0.000476,41,89,SF,0,1,69,1,117,elasticsearch.mydns.com,1,1,3,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,3/31/2019 12:42,11391.0,61793.0,58481.0,55733.0,,,,,,,,,,,,,,,7.0,0.0,589.0,638.0,14024.0,0.0,0.0,0.0,0.0,4.0,0.0,norm,0.0,120.0,0.0,1.0,N,0.0,S,0.0,2533.0,hud-service,172.17.0.5,40235,192.168.1.190,53,udp,dns,0.000847,0,178,SHR,0,0,0,2,234,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,4/27/2019 5:04,closed,0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,6397.0,<systemd-udev>,192.168.1.36,36736,192.168.1.195,80,tcp,http,129.430401,2827,3522,RSTR,0,6,3087,7,3814,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,4/27/2019 5:04,closed,0,,,,4/27/2019 5:04,31398.0,3373.0,56712.0,59499.0,,,,,,,4/27/2019 5:04,21.17710853,0.553747807,81.10784063,,,,,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,6398.0,<systemd-udev>,192.168.1.36,36742,192.168.1.195,80,tcp,http,129.576062,3394,3711,RSTR,0,7,3694,7,4003,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
4/27/2019 5:05,7.55,high,4/27/2019 5:05,open,1,,,,4/27/2019 5:04,31398.0,3373.0,56712.0,59499.0,4/27/2019 5:05,0.0, off,4/27/2019 5:05,27.55350857,1.0,4/27/2019 5:04,25.93549573,2.503957293,77.27237177,,,,,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,6399.0,<systemd-udev>,192.168.1.36,36752,192.168.1.195,80,tcp,http,129.458044,1645,3127,RSTR,3127,6,1905,4,172,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
4/27/2019 5:05,4.45,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,6400.0,<systemd-udev>,192.168.1.36,36754,192.168.1.195,80,tcp,http,129.546756,1651,3129,RSTR,0,6,1911,7,3421,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
4/27/2019 5:05,3.2,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,6415.0,<systemd-udev>,192.168.1.36,36756,192.168.1.195,80,tcp,http,36.91566,2092,3277,S3,0,10,2572,11,3729,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
4/27/2019 5:05,10.0,high,,,,,,,,,,,,4/27/2019 5:05,0.0, off,4/27/2019 5:05,30.90699449,1.0,4/27/2019 5:05,26.14957255,2.503957293,77.27237177,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,6445.0,<systemd-udev>,192.168.1.36,36758,192.168.1.195,80,tcp,http,28.487715,1354,3030,RSTR,0,4,1534,11,3482,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
4/27/2019 5:05,13.1,high,,,,,,,,,,,,,,,,,,4/27/2019 5:05,38.1158804,-0.081824477,44.37684514,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,6446.0,<systemd-udev>,192.168.1.36,46274,192.168.1.1,53,udp,dns,3.8e-05,74,90,SF,0,2,130,2,146,testphp.vulnweb.com,1,1,0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
4/27/2019 5:05,4.9,low,,,,4/27/2019 5:05,3.640213314,13.42525244,,,,,,,,,,,,4/27/2019 5:05,22.05981698,0.553747807,84.2696743,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,6447.0,<systemd-udev>,192.168.1.32,32776,176.28.50.165,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
4/27/2019 5:05,2.0,low,4/27/2019 5:05,closed,0,4/27/2019 5:05,3.889796777,13.96308342,4/27/2019 5:05,48155.0,46210.0,11574.0,27417.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,6448.0,<systemd-udev>,192.168.1.32,32782,52.28.231.150,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
4/27/2019 5:05,2.0,low,4/27/2019 5:05,closed,0,,,,4/27/2019 5:05,48155.0,46210.0,11574.0,27417.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,6449.0,<systemd-udev>,192.168.1.32,32816,176.28.50.165,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
4/27/2019 5:05,1.0,low,4/27/2019 5:05,closed,0,,,,,,,,,,,,,,,4/27/2019 5:05,37.88836765,-0.081824477,44.37684514,,,,,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,6450.0,<systemd-udev>,192.168.1.32,32974,176.28.50.165,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
4/27/2019 5:05,2.9,low,4/27/2019 5:05,closed,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,6453.0,<systemd-udev>,192.168.1.32,33006,18.194.169.124,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
4/27/2019 5:05,11.1,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,6454.0,<systemd-udev>,192.168.1.32,33036,176.28.50.165,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
4/27/2019 5:05,8.1,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,6455.0,<systemd-udev>,192.168.1.32,33086,176.28.50.165,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
4/27/2019 5:05,4.2,low,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,6457.0,<systemd-udev>,192.168.1.32,33250,52.28.231.150,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
4/27/2019 5:05,4.8,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,6458.0,<systemd-udev>,192.168.1.32,33264,176.28.50.165,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
4/27/2019 5:05,4.45,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,6460.0,<systemd-udev>,192.168.1.32,33486,176.28.50.165,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
4/27/2019 5:05,6.55,high,,,,,,,,,,,,4/27/2019 5:05,0.0, off,4/27/2019 5:05,26.83001198,1.0,4/27/2019 5:05,26.16707264,2.503957293,81.69798943,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,6465.0,<systemd-udev>,192.168.1.32,33512,52.28.231.150,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
4/27/2019 5:05,7.25,high,,,,,,,,,,,,,,,,,,4/27/2019 5:05,37.43017012,-0.140307214,44.65792495,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,6466.0,<systemd-udev>,192.168.1.32,33580,176.28.50.165,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
4/27/2019 5:05,11.4,high,,,,,,,4/27/2019 5:05,2795.0,2608.0,13655.0,24632.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,6467.0,<systemd-udev>,192.168.1.32,33630,52.28.231.150,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
