fridge.datetime_dev,fridge.fridge_temperature_dev,fridge.temp_condition_dev,garage_door.datetime_dev,garage_door.door_state_dev,garage_door.sphone_signal_dev,gps_tracker.datetime_dev,gps_tracker.latitude_dev,gps_tracker.longitude_dev,modbus.datetime_dev,modbus.FC1_Read_Input_Register_dev,modbus.FC2_Read_Discrete_Value_dev,modbus.FC3_Read_Holding_Register_dev,modbus.FC4_Read_Coil_dev,motion_light.datetime_dev,motion_light.motion_status_dev,motion_light.light_status_dev,thermostat.datetime_dev,thermostat.current_temperature_dev,thermostat.thermostat_status_dev,weather.datetime_dev,weather.temperature_dev,weather.pressure_dev,weather.humidity_dev,type_dev,disk.RDDSK_lin,disk.WRDSK_lin,disk.WCANCL_lin,disk.DSK_lin,memory.MINFLT_lin,memory.MAJFLT_lin,memory.VSTEXT_lin,memory.VSIZE_lin,memory.RSIZE_lin,memory.VGROW_lin,memory.RGROW_lin,memory.MEM_lin,process.TRUN_lin,process.TSLPI_lin,process.TSLPU_lin,process.POLI_lin,process.NICE_lin,process.PRI_lin,process.RTPR_lin,process.CPUNR_lin,process.Status_lin,process.EXC_lin,process.State_lin,process.CPU_lin,PID_lin,CMD_lin,type_lin,src_ip_net,src_port_net,dst_ip_net,dst_port_net,proto_net,service_net,duration_net,src_bytes_net,dst_bytes_net,conn_state_net,missed_bytes_net,src_pkts_net,src_ip_bytes_net,dst_pkts_net,dst_ip_bytes_net,dns_query_net,dns_qclass_net,dns_qtype_net,dns_rcode_net,dns_AA_net,dns_RD_net,dns_RA_net,dns_rejected_net,ssl_version_net,ssl_cipher_net,ssl_resumed_net,ssl_established_net,ssl_subject_net,ssl_issuer_net,http_trans_depth_net,http_method_net,http_uri_net,http_version_net,http_request_body_len_net,http_response_body_len_net,http_status_code_net,http_user_agent_net,http_orig_mime_types_net,http_resp_mime_types_net,weird_name_net,weird_addl_net,weird_notice_net,type_net,device_label,linux_label,network_label,final_label
,,,,,,4/25/2019 8:53,101.3754074,111.2441832,,,,,,4/25/2019 8:53,0, off,,,,,,,,injection,,,,,,,,,,,,,0,0,0,-,0,0,0,0,-,0,E,0,5104,<vsftpd>,password,192.168.1.152,34296,192.168.1.152,10502,tcp,-,0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,normal,ddos,ddos,ddos,ddos
,,,,,,4/25/2019 8:53,68.61370883,74.69136516,,,,,,,,,,,,,,,,injection,,,,,922,0,0,0,0,0,0,0,,,,,,,,,,,,,5112,<vsftpd>,password,192.168.1.152,1880,192.168.1.152,51782,tcp,-,0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,normal,ddos,ddos,ddos,ddos
4/25/2019 8:53,5.9,low,,,,4/25/2019 8:53,44.71443764,56.89737386,,,,,,,,,4/25/2019 8:53,26.83441077,1,4/25/2019 8:53,41.19405206,-5.572272434,53.56378276,injection,,,,,,,,,,,,,0,0,0,-,0,0,0,0,NE,0,E,0.01,5116,<vsftpd>,password,192.168.1.152,34296,192.168.1.152,10502,tcp,-,0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,normal,ddos,ddos,ddos,ddos
4/25/2019 8:53,8.1,high,4/25/2019 8:53,closed,0,,,,,,,,,,,,,,,,,,,injection,,,,,13,0,0,0,0,0,0,0,,,,,,,,,,,,,5120,<vsftpd>,password,192.168.1.79,40140,192.168.1.255,15600,udp,-,0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,normal,ddos,ddos,ddos,ddos
,,,4/25/2019 8:53,closed,0,,,,,,,,,4/25/2019 8:53,0, off,4/25/2019 8:53,30.37157352,1,,,,,injection,,,,,221,0,0,0,0,0,0,0,,,,,,,,,,,,,5125,<vsftpd>,password,192.168.1.152,1880,192.168.1.152,51782,tcp,-,0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,normal,ddos,ddos,ddos,ddos
,,,,,,4/25/2019 8:53,46.66989239,54.4964117,,,,,,,,,4/25/2019 8:53,28.09589031,1,4/25/2019 8:53,32.37034475,7.9558456,23.50387985,injection,,,,,221,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,NE,1,E,0,5129,<vsftpd>,password,192.168.1.152,34296,192.168.1.152,10502,tcp,-,0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,normal,ddos,ddos,ddos,ddos
,,,,,,,,,,,,,,,,,,,,4/25/2019 8:53,33.73245548,1.25546679,97.77160634,injection,,,,,,,,,,,,,0,0,0,-,0,0,0,0,NE,0,E,0,5138,<vsftpd>,password,192.168.1.152,34627,192.168.1.190,53,udp,dns,0.000382,0,298,SHR,0,0,0,2,354,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,normal,ddos,ddos,ddos,ddos
,,,,,,,,,,,,,,,,,,,,4/28/2019 8:05,27.5007852,-1.554963331,59.41891369,backdoor,0,52,0,0.33,,,,,,,,,,,,,,,,,,,,,2872,node-red,dos,192.168.1.31,39458,192.168.1.184,21,tcp,-,1.80E-05,0,0,REJ,0,1,60,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,password,normal,normal,normal,normal
4/28/2019 8:05,6.35,high,,,,,,,,,,,,,,,,,,4/28/2019 8:05,30.42453176,2.704990972,53.50486155,backdoor,0,56,0,0.36,,,,,,,,,,,,,,,,,,,,,2872,node-red,dos,192.168.1.31,39482,192.168.1.184,21,tcp,-,1.80E-05,0,0,REJ,0,1,60,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,password,normal,normal,normal,normal
4/28/2019 8:05,5.85,low,,,,,,,,,,,,,,,,,,4/28/2019 8:06,27.95275183,-1.554963331,56.35282874,backdoor,0,28,0,0.44,,,,,,,,,,,,,,,,,,,,,2872,node-red,dos,192.168.1.30,46664,192.168.1.152,21,tcp,-,0.029952,0,0,REJ,0,1,60,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,password,normal,normal,normal,normal
4/28/2019 8:06,10.4,high,,,,,,,,,,,,,,,,,,4/28/2019 8:06,30.73038954,2.704990972,56.06612959,backdoor,0,24,0,0.38,,,,,,,,,,,,,,,,,,,,,2872,node-red,dos,192.168.1.30,52176,192.168.1.152,80,tcp,http,0.003236,147,3440,SF,0,5,415,7,3812,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,password,normal,normal,normal,normal
4/28/2019 8:06,9.25,high,,,,,,,,,,,,,,,,,,4/28/2019 8:06,40.56316445,2.416917191,71.92125432,backdoor,648,40,0,0.83,,,,,,,,,,,,,,,,,,,,,2872,node-red,dos,192.168.1.30,52178,192.168.1.152,80,tcp,http,0.002405,153,463,SF,0,5,421,5,731,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,password,normal,normal,normal,normal
,,,,,,,,,,,,,,,,,,,,4/28/2019 8:06,28.20430683,-1.554963331,59.31616356,backdoor,120,8,0,0.47,,,,,,,,,,,,,,,,,,,,,2872,node-red,dos,192.168.1.31,35370,192.168.1.195,21,tcp,-,0,0,0,S0,0,1,60,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,password,normal,normal,normal,normal
4/28/2019 8:06,8.7,high,,,,,,,,,,,,,,,,,,4/28/2019 8:06,30.81534424,2.704990972,52.52639703,backdoor,16,0,0,0.33,,,,,,,,,,,,,,,,,,,,,2872,node-red,dos,192.168.1.31,53268,192.168.1.152,80,tcp,http,0.003273,147,3440,SF,0,5,415,7,3812,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,password,normal,normal,normal,normal
4/28/2019 8:06,4.45,low,,,,,,,,,,,,,,,,,,4/28/2019 8:06,40.86241146,2.416917191,71.92125432,backdoor,4,0,0,0.05,,,,,,,,,,,,,,,,,,,,,2872,node-red,dos,192.168.1.31,53270,192.168.1.152,80,tcp,http,0.002487,147,3440,SF,0,5,415,7,3812,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,password,normal,normal,normal,normal
4/28/2019 8:06,6.8,high,,,,,,,,,,,,,,,,,,,,,,backdoor,0,32,0,0.33,,,,,,,,,,,,,,,,,,,,,2872,node-red,dos,192.168.1.31,53272,192.168.1.152,80,tcp,http,0.001509,153,463,SF,0,5,421,5,731,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,password,normal,normal,normal,normal
4/28/2019 8:06,4.65,low,,,,,,,,,,,,,,,,,,4/28/2019 8:06,31.14214662,2.704990972,53.95621782,backdoor,0,28,0,0.24,,,,,,,,,,,,,,,,,,,,,2872,node-red,dos,192.168.1.31,53274,192.168.1.152,80,tcp,http,0.00138,153,463,SF,0,5,421,5,731,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,password,normal,normal,normal,normal
4/28/2019 8:06,6.4,high,,,,,,,,,,,,,,,,,,4/28/2019 8:06,28.62536393,-1.554963331,59.31616356,backdoor,,,,,,,,,,,,,0,11,0,norm,0,120,0,3,-,0,S,0.03,2994,node-red,mitm,192.168.1.30,37400,192.168.1.195,21,tcp,-,0,0,0,S0,0,1,60,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,password,normal,normal,normal,normal
4/28/2019 8:06,7.5,high,,,,,,,,,,,,,,,,,,4/28/2019 8:06,40.56296239,2.416917191,71.92125432,backdoor,,,,,,,,,,,,,0,11,0,norm,0,120,0,2,-,0,S,0.02,2994,node-red,mitm,192.168.1.30,37886,192.168.1.195,21,tcp,-,3.048033,0,0,S0,0,3,180,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,password,normal,normal,normal,normal
4/28/2019 8:06,5.85,low,,,,,,,,,,,,,,,,,,4/28/2019 8:06,31.4510766,2.704990972,53.95621782,backdoor,,,,,,,,,,,,,0,11,0,norm,0,120,0,0,-,0,S,0.02,2994,node-red,mitm,192.168.1.30,50974,192.168.1.193,21,tcp,-,0.000158,0,0,REJ,0,1,60,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,password,normal,normal,normal,normal
4/28/2019 8:06,5,low,,,,,,,,,,,,,,,,,,4/28/2019 8:06,28.49937018,-1.554963331,60.75625994,backdoor,,,,,,,,,,,,,0,11,0,norm,0,120,0,2,-,0,S,0.01,4207,node-red,scanning,192.168.1.30,50998,192.168.1.193,21,tcp,-,1.70E-05,0,0,REJ,0,1,60,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,password,normal,normal,normal,normal
,,,,,,,,,,,,,,,,,,,,4/28/2019 8:06,30.97867419,2.704990972,53.95621782,backdoor,,,,,,,,,,,,,0,11,0,norm,0,120,0,0,-,0,S,0.01,4207,node-red,scanning,192.168.1.30,53782,192.168.1.190,80,tcp,http,0.070388,147,651,SF,0,5,415,5,919,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,password,normal,normal,normal,normal
4/28/2019 8:06,8.55,high,,,,,,,,,,,,,,,,,,4/28/2019 8:06,28.75070226,-1.554963331,60.75625994,backdoor,,,,,,,,,,,,,0,11,0,norm,0,120,0,1,-,0,S,0.02,4207,node-red,scanning,192.168.1.30,53784,192.168.1.190,80,tcp,http,0.038341,155,651,SF,0,5,423,5,919,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,password,normal,normal,normal,normal
4/28/2019 8:06,7.4,high,,,,,,,,,,,,,,,,,,4/28/2019 8:06,39.93483392,2.416917191,68.57807695,backdoor,,,,,,,,,,,,,0,11,0,norm,0,120,0,5,-,0,S,0.01,4207,node-red,scanning,192.168.1.30,53786,192.168.1.190,80,tcp,http,0.02257,155,653,SF,0,5,423,5,921,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,password,normal,normal,normal,normal
4/28/2019 8:06,7.5,high,,,,,,,,,,,,,,,,,,,,,,backdoor,,,,,,,,,,,,,0,11,0,norm,0,120,0,4,-,0,S,0.01,4207,node-red,scanning,192.168.1.30,53790,192.168.1.190,80,tcp,http,0.002194,155,651,SF,0,5,423,5,919,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,password,normal,normal,normal,normal
4/28/2019 8:06,10.1,high,,,,,,,,,,,,,,,,,,4/28/2019 8:06,28.84358098,-1.068800268,60.75625994,backdoor,,,,,,,,,,,,,0,11,0,norm,0,120,0,4,-,0,S,0,4207,node-red,scanning,192.168.1.30,53792,192.168.1.190,80,tcp,http,0.003005,155,651,SF,0,5,423,5,919,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,password,normal,normal,normal,normal
4/28/2019 8:06,11.7,high,,,,,,,,,,,,,,,,,,4/28/2019 8:06,30.86973817,2.704990972,53.95621782,backdoor,,,,,,,,,,,,,0,11,0,norm,0,120,0,0,-,0,S,0,4207,node-red,scanning,192.168.1.30,53794,192.168.1.190,80,tcp,http,0.002513,152,3558,SF,0,5,420,7,3930,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,password,normal,normal,normal,normal
,,,,,,,,,4/25/2019 10:12,47730,50719,28863,835,,,,,,,,,,,injection,,,,,221,0,152,29840,952,29840,952,0,,,,,,,,,,,,,4650,vsftpd,password,192.168.1.193,50031,192.168.1.33,80,tcp,-,9.70E-05,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,backdoor,normal,backdoor,backdoor
,,,,,,,,,4/25/2019 10:12,30358,60080,4884,56416,,,,,,,,,,,injection,,,,,221,0,152,29840,952,29840,952,0,,,,,,,,,,,,,4652,vsftpd,password,192.168.1.193,50030,192.168.1.37,8080,tcp,-,9.30E-05,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,backdoor,normal,backdoor,backdoor
,,,,,,,,,4/25/2019 10:12,30358,60080,4884,56416,,,,,,,,,,,injection,,,,,221,0,152,29840,952,29840,952,0,0,1,0,norm,0,120,0,1,N,0,S,0,4656,vsftpd,password,192.168.1.193,50030,192.168.1.37,8080,tcp,-,0.000205,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,backdoor,normal,backdoor,backdoor
,,,,,,,,,4/25/2019 10:12,30358,60080,4884,56416,,,,,,,,,,,injection,,,,,560,0,152,34076,1568,34076,1568,0,0,1,0,norm,0,120,0,1,N,0,S,0,4657,vsftpd,password,192.168.1.193,50030,192.168.1.37,8080,tcp,-,0.000207,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,backdoor,normal,backdoor,backdoor
,,,,,,,,,4/25/2019 10:12,30358,60080,4884,56416,4/25/2019 10:12,1, on,,,,,,,,injection,,,,,221,0,152,29840,952,29840,952,0,0,1,0,norm,0,120,0,1,N,0,S,0,4658,vsftpd,password,192.168.1.193,50031,192.168.1.33,80,tcp,-,7.10E-05,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,backdoor,normal,backdoor,backdoor
,,,,,,,,,,,,,,4/25/2019 10:12,0, off,,,,,,,,injection,,,,,744,0,152,70492,1928,70492,1928,0,0,1,0,norm,0,120,0,3,N,0,S,0,4661,vsftpd,password,192.168.1.193,50031,192.168.1.33,80,tcp,-,0.000122,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,backdoor,normal,backdoor,backdoor
,,,,,,,,,,,,,,4/25/2019 10:12,0, off,,,,,,,,injection,,,,,221,0,152,29840,952,29840,952,0,0,1,0,norm,0,120,0,0,N,0,S,0,4662,vsftpd,password,192.168.1.193,50031,192.168.1.33,80,tcp,-,0.000213,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,backdoor,normal,backdoor,backdoor
,,,,,,,,,,,,,,4/25/2019 10:12,0, off,,,,,,,,injection,,,,,560,0,152,34076,1568,34076,1568,0,0,1,0,norm,0,120,0,0,N,0,S,0,4663,vsftpd,password,192.168.1.193,50030,192.168.1.37,8080,tcp,-,0.000116,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,backdoor,normal,backdoor,backdoor
,,,,,,,,,,,,,,4/25/2019 10:12,0, off,,,,,,,,injection,,,,,221,0,152,29840,952,29840,952,0,0,1,0,norm,0,120,0,1,N,0,S,0,4664,vsftpd,password,192.168.1.193,50030,192.168.1.37,8080,tcp,-,0.000156,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,backdoor,normal,backdoor,backdoor
,,,,,,,,,4/25/2019 10:12,41054,48558,17264,40072,4/25/2019 10:12,0, off,,,,,,,,injection,,,,,744,0,152,70492,1928,70492,1928,0,0,1,0,norm,0,120,0,3,N,0,S,0,4667,vsftpd,password,192.168.1.193,50031,192.168.1.33,80,tcp,-,0.000104,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,backdoor,normal,backdoor,backdoor
,,,,,,,,,4/25/2019 10:12,41054,48558,17264,40072,,,,,,,,,,,injection,,,,,221,0,152,29840,952,29840,952,0,0,1,0,norm,0,120,0,3,N,0,S,0,4668,vsftpd,password,192.168.1.193,50031,192.168.1.33,80,tcp,-,0.000182,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,backdoor,normal,backdoor,backdoor
,,,,,,,,,4/25/2019 10:12,41054,48558,17264,40072,4/25/2019 10:12,1, on,,,,,,,,injection,,,,,560,0,152,34076,1568,34076,1568,0,0,1,0,norm,0,120,0,1,N,0,S,0,4669,vsftpd,password,192.168.1.193,50031,192.168.1.33,80,tcp,-,0.000213,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,backdoor,normal,backdoor,backdoor
,,,,,,,,,4/25/2019 10:12,41054,48558,17264,40072,,,,,,,,,,,injection,,,,,221,0,152,29840,952,29840,952,0,0,1,0,norm,0,120,0,2,N,0,S,0,4670,vsftpd,password,192.168.1.193,50030,192.168.1.37,8080,tcp,-,7.50E-05,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,backdoor,normal,backdoor,backdoor
,,,,,,,,,4/25/2019 10:12,44569,29807,42599,19123,,,,,,,,,,,injection,,,,,744,0,152,70492,1928,70492,1928,0,0,1,0,norm,0,120,0,3,N,0,S,0,4680,vsftpd,password,192.168.1.193,50031,192.168.1.33,80,tcp,-,8.80E-05,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,backdoor,normal,backdoor,backdoor
,,,,,,,,,4/25/2019 10:12,44569,29807,42599,19123,,,,,,,,,,,injection,,,,,221,0,152,29840,952,29840,952,0,0,1,0,norm,0,120,0,0,N,0,S,0,4681,vsftpd,password,192.168.1.193,50031,192.168.1.33,80,tcp,-,0.000142,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,backdoor,normal,backdoor,backdoor
,,,,,,,,,4/25/2019 10:12,44569,29807,42599,19123,4/25/2019 10:12,1, on,,,,,,,,injection,,,,,560,0,152,34076,1568,34076,1568,0,0,1,0,norm,0,120,0,0,N,0,S,0,4682,vsftpd,password,192.168.1.193,50031,192.168.1.33,80,tcp,-,0.00018,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,backdoor,normal,backdoor,backdoor
,,,,,,,,,,,,,,4/25/2019 10:12,1, on,,,,,,,,injection,,,,,221,0,152,29840,952,29840,952,0,0,1,0,norm,0,120,0,1,N,0,S,0,4683,vsftpd,password,192.168.1.193,50031,192.168.1.33,80,tcp,-,8.50E-05,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,backdoor,normal,backdoor,backdoor
,,,,,,,,,,,,,,4/25/2019 10:12,1, on,,,,,,,,injection,,,,,744,0,152,70492,1928,70492,1928,0,0,1,0,norm,0,120,0,3,N,0,S,0,4686,vsftpd,password,192.168.1.193,50031,192.168.1.33,80,tcp,-,9.70E-05,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,backdoor,normal,backdoor,backdoor
,,,,,,,,,,,,,,4/25/2019 10:12,1, on,,,,,,,,injection,,,,,221,0,152,29840,952,29840,952,0,,,,,,,,,,,,,4687,vsftpd,password,192.168.1.193,50031,192.168.1.33,80,tcp,-,0.000121,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,backdoor,normal,backdoor,backdoor
,,,,,,,,,4/25/2019 10:12,44569,29807,42599,19123,4/25/2019 10:12,0, off,,,,,,,,injection,,,,,,,,,,,,,0,1,0,norm,0,120,0,0,N,0,S,0,4689,vsftpd,password,192.168.1.193,50031,192.168.1.33,80,tcp,-,0.000125,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,backdoor,normal,backdoor,backdoor
,,,,,,,,,,,,,,4/1/2019 20:05,0, off,4/1/2019 20:05,29.87389547,1,,,,,normal,0,0,0,0,,,,,,,,,,,,,,,,,,,,,13085,apache2,ddos,192.168.1.193,49732,192.168.1.37,8080,tcp,-,0.000174,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,normal,normal,normal,normal
,,,,,,,,,,,,,,4/1/2019 20:05,0, off,4/1/2019 20:05,33.2624115,1,,,,,normal,0,0,0,0,,,,,,,,,,,,,,,,,,,,,13087,apache2,ddos,192.168.1.193,49732,192.168.1.37,8080,tcp,-,9.60E-05,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,normal,normal,normal,normal
,,,,,,,,,,,,,,4/1/2019 20:05,0, off,4/1/2019 20:05,33.00277895,1,,,,,normal,0,0,0,0,,,,,,,,,,,,,,,,,,,,,13089,apache2,ddos,192.168.1.193,49732,192.168.1.37,8080,tcp,-,0.000124,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,normal,normal,normal,normal
,,,,,,,,,,,,,,4/1/2019 20:05,1, on,4/1/2019 20:05,29.83882601,1,,,,,normal,,,,,0,0,596,191.8,9780,0,0,0,,,,,,,,,,,,,51589,apache2,dos,192.168.1.193,49732,192.168.1.37,8080,tcp,-,0.000136,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,normal,normal,normal,normal
,,,,,,,,,,,,,,4/1/2019 20:05,1, on,4/1/2019 20:05,29.37136959,1,,,,,normal,,,,,,,,,,,,,0,0,0,norm,0,120,0,1,0,0,Z,0,52642,apache2,dos,192.168.1.193,49732,192.168.1.37,8080,tcp,-,1.00E-05,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,normal,normal,normal,normal
,,,,,,,,,,,,,,4/1/2019 20:05,0, off,4/1/2019 20:05,32.64482762,1,,,,,normal,,,,,0,0,596,184.4,6972,0,0,0,,,,,,,,,,,,,52666,apache2,dos,192.168.1.193,49732,192.168.1.37,8080,tcp,-,0.000137,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,normal,normal,normal,normal
,,,,,,,,,,,,,,4/1/2019 20:06,0, off,4/1/2019 20:06,32.523304,1,,,,,normal,,,,,987,0,0,0,0,0.2,6972,0,,,,,,,,,,,,,52695,apache2,dos,192.168.1.193,49732,192.168.1.37,8080,tcp,-,0.00014,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,normal,normal,normal,normal
,,,,,,,,,,,,,,4/1/2019 20:06,0, off,4/1/2019 20:06,28.88099736,1,,,,,normal,,,,,,,,,,,,,0,1,0,norm,0,120,0,3,0,0,S,0,52708,apache2,dos,192.168.1.193,49733,192.168.1.33,80,tcp,-,0.000119,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,normal,normal,normal,normal
,,,,,,,,,,,,,,4/1/2019 20:06,0, off,4/1/2019 20:06,32.12659653,1,,,,,normal,,,,,795,0,596,191.8,9784,7540,2812,0,,,,,,,,,,,,,52710,apache2,dos,192.168.1.193,49732,192.168.1.37,8080,tcp,-,9.30E-05,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,normal,normal,normal,normal
,,,,,,,,,,,,,,4/1/2019 20:06,0, off,4/1/2019 20:06,28.70179932,1,,,,,normal,,,,,2,0,596,191.8,9416,0,152,0,,,,,,,,,,,,,52721,apache2,dos,192.168.1.193,49732,192.168.1.37,8080,tcp,-,0.00013,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,backdoor,normal,normal,normal,normal
